frame,x1,y1,x2,y2
frame_0405.jpg,3799,1835,4108,2315
frame_0406.jpg,3798,1836,4126,2319
frame_0407.jpg,3796,1861,4144,2306
frame_0408.jpg,3795,1894,4155,2281
frame_0409.jpg,3793,1922,4126,2289
frame_0410.jpg,3794,1926,4159,2300
frame_0410.jpg,0,2294,314,2721
frame_0411.jpg,3792,1928,4162,2305
frame_0412.jpg,3790,1928,4114,2292
frame_0412.jpg,1,2293,310,2722
frame_0413.jpg,3792,1929,4090,2278
frame_0413.jpg,1,2292,308,2723
frame_0414.jpg,3794,1929,4063,2267
frame_0415.jpg,3794,1929,4038,2265
frame_0416.jpg,3787,1929,4020,2262
frame_0417.jpg,3799,1931,4006,2263
frame_0418.jpg,3796,1930,4004,2262
frame_0419.jpg,3798,1929,4000,2266
frame_0419.jpg,0,2286,308,2718
frame_0420.jpg,3787,1928,3997,2307
frame_0421.jpg,3783,1928,3996,2258
frame_0421.jpg,1,2283,307,2721
frame_0422.jpg,3779,1923,3997,2259
frame_0422.jpg,1,2284,305,2713
frame_0423.jpg,3777,1921,3993,2256
frame_0423.jpg,1,2285,304,2713
frame_0424.jpg,3785,1922,3987,2252
frame_0424.jpg,1,2286,305,2712
frame_0425.jpg,3780,1922,3984,2250
frame_0425.jpg,2134,737,2308,951
frame_0426.jpg,3776,1922,3981,2252
frame_0426.jpg,0,2282,306,2708
frame_0427.jpg,3778,1923,3974,2249
frame_0427.jpg,0,2287,306,2707
frame_0427.jpg,2133,738,2304,950
frame_0428.jpg,3774,1922,3971,2249
frame_0428.jpg,0,2285,306,2706
frame_0428.jpg,2134,738,2305,953
frame_0429.jpg,3772,1920,3965,2245
frame_0430.jpg,3771,1921,3958,2246
frame_0431.jpg,3771,1920,3952,2246
frame_0431.jpg,0,2283,307,2706
frame_0432.jpg,3766,1917,3946,2249
frame_0433.jpg,3764,1914,3943,2249
frame_0434.jpg,3762,1912,3933,2247
frame_0434.jpg,0,2283,309,2708
frame_0435.jpg,3764,1912,3920,2247
frame_0435.jpg,0,2282,309,2711
frame_0436.jpg,3766,1915,3917,2246
frame_0436.jpg,0,2283,309,2709
frame_0437.jpg,3772,1917,3913,2240
frame_0437.jpg,0,2280,308,2709
frame_0438.jpg,3774,1915,3903,2243
frame_0439.jpg,3779,1919,3895,2238
frame_0440.jpg,3746,1917,3892,2244
frame_0441.jpg,3774,1920,3887,2239
frame_0442.jpg,3773,1917,3880,2214
frame_0443.jpg,3714,1917,3879,2241
frame_0444.jpg,3715,1923,3870,2245
frame_0445.jpg,3708,1922,3866,2228
frame_0446.jpg,3703,1924,3856,2229
frame_0446.jpg,0,2287,312,2703
frame_0447.jpg,3686,1924,3847,2243
frame_0448.jpg,3681,1928,3843,2239
frame_0449.jpg,3665,1926,3839,2255
frame_0450.jpg,3660,1934,3830,2245
frame_0451.jpg,3664,1941,3825,2233
frame_0452.jpg,3572,1942,3821,2315
frame_0453.jpg,3650,1939,3812,2230
frame_0454.jpg,3644,1943,3807,2233
frame_0455.jpg,3652,1941,3784,2230
frame_0456.jpg,3652,1936,3774,2231
frame_0456.jpg,3547,1935,3774,2326
frame_0457.jpg,3655,1940,3761,2233
frame_0458.jpg,3641,1936,3752,2233
frame_0459.jpg,3632,1938,3741,2224
frame_0460.jpg,3552,1936,3737,2328
frame_0461.jpg,3586,1933,3725,2234
frame_0462.jpg,3556,1930,3716,2248
frame_0463.jpg,3549,1934,3708,2251
frame_0464.jpg,3543,1935,3698,2273
frame_0465.jpg,3539,1935,3692,2255
frame_0466.jpg,3535,1936,3690,2265
frame_0467.jpg,3529,1931,3691,2246
frame_0468.jpg,3514,1927,3691,2241
frame_0469.jpg,3510,1929,3689,2250
frame_0470.jpg,3504,1926,3685,2250
frame_0471.jpg,3499,1922,3672,2269
frame_0472.jpg,3494,1918,3651,2269
frame_0473.jpg,3498,1917,3632,2259
frame_0474.jpg,3497,1917,3599,2246
frame_0475.jpg,3486,1913,3576,2225
frame_0476.jpg,3480,1909,3566,2135
frame_0477.jpg,3472,1912,3558,2129
frame_0478.jpg,3465,1909,3545,2114
frame_0483.jpg,3407,1920,3493,2085
frame_0490.jpg,3330,1902,3416,2072
frame_0491.jpg,3329,1900,3410,2075
frame_0494.jpg,3292,1904,3380,2064
